qseqid	sseqid	pident	length	evalue	bitscore
sp|Q14204|DYHC1_HUMAN	sp|P36022|DYHC_YEAST	29.785	3814	0.0	1861.0
sp|Q14232|EI2BA_HUMAN	sp|P14741|EI2BA_YEAST	41.935	310	7.09e-75	230.0
sp|Q14241|ELOA1_HUMAN	sp|P53861|ELOA1_YEAST	31.707	82	2.23e-06	48.5
sp|Q14247|SRC8_HUMAN	sp|P15891|ABP1_YEAST	53.704	54	6.83e-11	62.8
sp|Q14249|NUCG_HUMAN	sp|P08466|NUC1_YEAST	42.92	226	1.1e-57	186.0
sp|Q14258|TRI25_HUMAN	sp|Q12161|PSH1_YEAST	44.928	69	1.1e-08	55.5
sp|Q14353|GAMT_HUMAN	sp|Q03305|RMT2_YEAST	27.536	138	4.72e-10	57.0
sp|Q14376|GALE_HUMAN	sp|P04397|GAL10_YEAST	54.155	349	3.46e-124	370.0
sp|Q14410|GLPK2_HUMAN	sp|P32190|GLPK_YEAST	39.389	589	1.61e-120	369.0
sp|Q14457|BECN1_HUMAN	sp|Q02948|BECN1_YEAST	29.381	388	3.21e-39	146.0
sp|Q14527|HLTF_HUMAN	sp|P32849|RAD5_YEAST	31.94	598	2.62e-82	288.0
sp|Q14534|ERG1_HUMAN	sp|P32476|ERG1_YEAST	36.667	480	7.55e-97	302.0
sp|Q14562|DHX8_HUMAN	sp|P24384|PRP22_YEAST	49.899	992	0.0	967.0
sp|Q14565|DMC1_HUMAN	sp|P25453|DMC1_YEAST	55.66	318	2.3499999999999997e-128	369.0
sp|Q14566|MCM6_HUMAN	sp|P53091|MCM6_YEAST	48.257	717	0.0	679.0
sp|Q14667|BLTP2_HUMAN	sp|Q06116|HOB2_YEAST	24.882	422	5.48e-18	89.4
sp|Q14669|TRIPC_HUMAN	sp|P33202|UFD4_YEAST	35.0	540	1.12e-83	302.0
sp|Q14671|PUM1_HUMAN	sp|Q07807|PUF3_YEAST	46.108	334	2.61e-91	311.0
sp|Q14674|ESPL1_HUMAN	sp|Q03018|ESP1_YEAST	27.714	433	1.0399999999999998e-42	170.0
sp|Q14683|SMC1A_HUMAN	sp|P32908|SMC1_YEAST	31.026	1286	7.19e-159	505.0
sp|Q14684|RRP1B_HUMAN	sp|P35178|RRP1_YEAST	36.364	187	2.72e-24	101.0
sp|Q14690|RRP5_HUMAN	sp|Q05022|RRP5_YEAST	48.327	269	4.5900000000000003e-79	288.0
sp|Q14691|PSF1_HUMAN	sp|Q12488|PSF1_YEAST	28.804	184	2.58e-15	69.3
sp|Q14692|BMS1_HUMAN	sp|Q08965|BMS1_YEAST	45.351	527	1.15e-130	429.0
sp|Q14694|UBP10_HUMAN	sp|Q01477|UBP3_YEAST	28.33	473	4.29e-43	166.0
sp|Q14697|GANAB_HUMAN	sp|P38138|GLU2A_YEAST	39.333	839	0.0	569.0
sp|Q14722|KCAB1_HUMAN	sp|Q02895|AAD16_YEAST	27.64	322	6.58e-30	116.0
sp|Q14738|2A5D_HUMAN	sp|P38903|2A5D_YEAST	54.603	478	0.0	528.0
sp|Q14739|LBR_HUMAN	sp|P32462|ERG24_YEAST	39.819	442	4.51e-93	291.0
sp|Q147X3|NAA30_HUMAN	sp|Q03503|NAA30_YEAST	51.724	145	3.25e-45	151.0
sp|Q14865|ARI5B_HUMAN	sp|P09547|SWI1_YEAST	30.435	92	1.18e-08	57.4
sp|Q14894|CRYM_HUMAN	sp|P53110|YGP9_YEAST	25.651	269	4.44e-10	58.2
sp|Q14914|PTGR1_HUMAN	sp|Q03102|YMN1_YEAST	30.303	363	7.99e-28	109.0
sp|Q14919|NC2A_HUMAN	sp|P40096|NCB1_YEAST	45.57	79	1.19e-19	79.3
sp|Q14974|IMB1_HUMAN	sp|Q06142|IMB1_YEAST	33.902	879	3.94e-150	461.0
sp|Q14997|PSME4_HUMAN	sp|P43583|BLM10_YEAST	22.334	497	1.91e-08	57.8
sp|Q14BN4|SLMAP_HUMAN	sp|Q06001|FAR10_YEAST	37.956	137	3.7e-15	77.0
sp|Q14CX7|NAA25_HUMAN	sp|Q12387|NAA25_YEAST	20.037	544	4.42e-06	48.5
sp|Q15003|CND2_HUMAN	sp|P38170|CND2_YEAST	22.244	517	7.71e-15	76.3
sp|Q15008|PSMD6_HUMAN	sp|Q06103|RPN7_YEAST	36.364	407	2.91e-85	263.0
sp|Q15021|CND1_HUMAN	sp|Q06156|CND1_YEAST	29.894	659	8.120000000000001e-80	285.0
sp|Q15031|SYLM_HUMAN	sp|P11325|SYLM_YEAST	40.183	764	0.0	543.0
sp|Q15046|SYK_HUMAN	sp|P15180|SYKC_YEAST	60.501	519	0.0	658.0
sp|Q15050|RRS1_HUMAN	sp|Q08746|RRS1_YEAST	38.66	194	1.71e-33	121.0
sp|Q15061|WDR43_HUMAN	sp|Q04177|UTP5_YEAST	24.813	536	1.65e-19	90.9
sp|Q15063|POSTN_HUMAN	sp|Q07895|YL001_YEAST	28.495	186	1.77e-06	49.7
sp|Q15067|ACOX1_HUMAN	sp|P13711|ACOX_YEAST	30.197	712	2.8e-90	295.0
sp|Q15070|OXA1L_HUMAN	sp|P39952|OXA1_YEAST	32.52	369	1.44e-45	160.0
sp|Q15084|PDIA6_HUMAN	sp|Q12404|MPD1_YEAST	39.735	151	9.46e-25	102.0
sp|Q15181|IPYR_HUMAN	sp|P00817|IPYR_YEAST	52.982	285	7.54e-105	305.0
sp|Q15185|TEBP_HUMAN	sp|P28707|SBA1_YEAST	30.631	111	7.06e-10	53.5
sp|Q15257|PTPA_HUMAN	sp|P40454|PTPA1_YEAST	43.321	277	1.3e-66	213.0
sp|Q15269|PWP2_HUMAN	sp|P25635|PWP2_YEAST	42.998	914	0.0	756.0
sp|Q15274|NADC_HUMAN	sp|P43619|NADC_YEAST	45.652	276	3.41e-83	250.0
sp|Q15291|RBBP5_HUMAN	sp|P39706|SWD1_YEAST	30.971	381	7.89e-37	139.0
sp|Q15363|TMED2_HUMAN	sp|P32803|EMP24_YEAST	32.367	207	1.73e-30	109.0
sp|Q15369|ELOC_HUMAN	sp|Q03071|ELOC_YEAST	39.583	96	2.34e-18	72.0
sp|Q15382|RHEB_HUMAN	sp|P25378|RHEB_YEAST	37.306	193	4.46e-41	135.0
sp|Q15386|UBE3C_HUMAN	sp|P53119|HUL5_YEAST	39.073	453	6.33e-79	276.0
sp|Q15393|SF3B3_HUMAN	sp|Q04693|RSE1_YEAST	24.75	1398	5.31e-93	325.0
sp|Q15397|PUM3_HUMAN	sp|Q04373|PUF6_YEAST	28.278	389	3.6400000000000002e-47	174.0
sp|Q15427|SF3B4_HUMAN	sp|Q99181|HSH49_YEAST	37.949	195	3.95e-37	132.0
sp|Q15428|SF3A2_HUMAN	sp|Q07350|PRP11_YEAST	27.459	244	3.23e-11	61.6
sp|Q15435|PP1R7_HUMAN	sp|P36047|SDS22_YEAST	46.364	330	7.799999999999999e-68	215.0
sp|Q15436|SC23A_HUMAN	sp|P15303|SEC23_YEAST	49.677	773	0.0	766.0
sp|Q15459|SF3A1_HUMAN	sp|P32524|PRP21_YEAST	22.368	228	1.01e-11	64.3
sp|Q15477|SKI2_HUMAN	sp|P35207|SKI2_YEAST	37.53	1263	0.0	748.0
sp|Q15493|RGN_HUMAN	sp|P38235|YBQ3_YEAST	26.368	201	5.7e-08	51.2
sp|Q15526|SURF1_HUMAN	sp|P53266|SHY1_YEAST	30.0	220	3.44e-26	104.0
sp|Q15543|TAF13_HUMAN	sp|P11747|TAF13_YEAST	31.313	99	1.98e-13	61.2
sp|Q15544|TAF11_HUMAN	sp|Q04226|TAF11_YEAST	27.778	90	3.57e-13	65.1
sp|Q15637|SF01_HUMAN	sp|Q12186|BBP_YEAST	43.279	305	6.490000000000001e-73	240.0
sp|Q15645|PCH2_HUMAN	sp|P38126|PCH2_YEAST	35.312	337	1.1099999999999999e-55	191.0
sp|Q15691|MARE1_HUMAN	sp|P40013|BIM1_YEAST	35.315	286	1.62e-45	154.0
sp|Q15738|NSDHL_HUMAN	sp|P53199|ERG26_YEAST	38.462	338	3.19e-70	222.0
sp|Q15800|MSMO1_HUMAN	sp|P53045|ERG25_YEAST	37.0	300	1.23e-59	190.0
sp|Q15813|TBCE_HUMAN	sp|P39937|PAC2_YEAST	26.58	538	4.4400000000000003e-35	135.0
sp|Q15819|UB2V2_HUMAN	sp|P53152|MMS2_YEAST	50.0	136	3.22e-50	155.0
sp|Q15833|STXB2_HUMAN	sp|P30619|SEC1_YEAST	26.135	639	4.67e-59	207.0
sp|Q15843|NEDD8_HUMAN	sp|Q03919|RUB1_YEAST	58.442	77	2.21e-27	92.8
sp|Q15907|RB11B_HUMAN	sp|P38555|YPT31_YEAST	61.435	223	3.95e-95	275.0
sp|Q16134|ETFD_HUMAN	sp|Q08822|ETFD_YEAST	52.308	585	0.0	583.0
sp|Q16181|SEPT7_HUMAN	sp|P32457|CDC3_YEAST	43.171	410	5.96e-112	337.0
sp|Q16222|UAP1_HUMAN	sp|P43123|UAP1_YEAST	41.441	444	3.9e-112	339.0
sp|Q16513|PKN2_HUMAN	sp|P24583|KPC1_YEAST	49.558	339	3.45e-113	374.0
sp|Q16514|TAF12_HUMAN	sp|Q03761|TAF12_YEAST	39.103	156	1.44e-28	107.0
sp|Q16539|MK14_HUMAN	sp|P32485|HOG1_YEAST	52.339	342	1.1300000000000001e-129	376.0
sp|Q16540|RM23_HUMAN	sp|P32387|RM41_YEAST	25.352	142	1.53e-07	47.4
sp|Q16543|CDC37_HUMAN	sp|P06101|CDC37_YEAST	38.095	63	5.3e-07	49.3
sp|Q16594|TAF9_HUMAN	sp|Q05027|TAF9_YEAST	32.836	134	2.2999999999999997e-24	93.6
sp|Q16595|FRDA_HUMAN	sp|Q07540|FRDA_YEAST	42.574	101	1.76e-19	80.1
sp|Q16613|SNAT_HUMAN	sp|Q12447|PAA1_YEAST	25.926	135	9.56e-08	48.5
sp|Q16623|STX1A_HUMAN	sp|P39926|SSO2_YEAST	30.4	250	4.6e-25	99.8
sp|Q16635|TAZ_HUMAN	sp|Q06510|TAZ_YEAST	28.846	260	1.24e-20	88.2
sp|Q16719|KYNU_HUMAN	sp|Q05979|KYNU_YEAST	44.714	454	2.05e-121	360.0
sp|Q16769|QPCT_HUMAN	sp|P43599|YFI8_YEAST	34.062	320	8.56e-40	142.0
sp|Q16773|KAT1_HUMAN	sp|P47039|BNA3_YEAST	34.988	403	1.83e-75	240.0
sp|Q16774|KGUA_HUMAN	sp|P15454|KGUA_YEAST	51.351	185	2.82e-63	192.0
sp|Q16775|GLO2_HUMAN	sp|Q05584|GLO2_YEAST	39.184	245	2.07e-50	166.0
sp|Q16850|CP51A_HUMAN	sp|P10614|CP51_YEAST	36.433	527	1.62e-102	315.0
sp|Q16851|UGPA_HUMAN	sp|P32861|UGPA1_YEAST	55.696	474	1.52e-180	514.0
sp|Q16864|VATF_HUMAN	sp|P39111|VATF_YEAST	53.448	116	5.1000000000000004e-36	117.0
sp|Q24JQ0|S35D4_HUMAN	sp|P40107|GMT1_YEAST	23.963	217	2.34e-12	64.3
sp|Q29RF7|PDS5A_HUMAN	sp|Q04264|PDS5_YEAST	19.982	1106	6.07e-33	137.0
sp|Q2LD37|BLTP1_HUMAN	sp|Q12150|CSF1_YEAST	23.256	301	6.67e-15	80.5
sp|Q2M2I8|AAK1_HUMAN	sp|P40494|PRK1_YEAST	37.838	296	1.44e-61	223.0
sp|Q2M3R5|S35G1_HUMAN	sp|Q08980|YP264_YEAST	28.926	242	1.22e-26	106.0
sp|Q2NL82|TSR1_HUMAN	sp|Q07381|TSR1_YEAST	30.58	811	6.23e-99	322.0
sp|Q2TAA2|IAH1_HUMAN	sp|P41734|IAH1_YEAST	33.333	237	1.98e-26	100.0
sp|Q2TAA5|ALG11_HUMAN	sp|P53954|ALG11_YEAST	39.74	385	2.8699999999999998e-89	281.0
sp|Q2TB90|HKDC1_HUMAN	sp|P04807|HXKB_YEAST	35.347	447	1.27e-76	256.0
sp|Q32M88|PGGHG_HUMAN	sp|P48016|ATH1_YEAST	28.504	421	6.55e-41	159.0
sp|Q32NB8|PGPS1_HUMAN	sp|P25578|PGPS1_YEAST	33.806	494	2.5600000000000002e-73	241.0
sp|Q32P41|TRM5_HUMAN	sp|P38793|TRM5_YEAST	36.326	479	9.69e-76	245.0
sp|Q3B726|RPA43_HUMAN	sp|P46669|RPA43_YEAST	28.125	128	5.14e-10	57.8
sp|Q3KQZ1|S2535_HUMAN	sp|P32332|OAC1_YEAST	37.542	301	5.78e-61	194.0
sp|Q3KRA6|CB076_HUMAN	sp|P36154|AIM29_YEAST	39.837	123	4.11e-20	78.6
sp|Q3LXA3|TKFC_HUMAN	sp|P43550|DAK2_YEAST	35.846	597	1.83e-100	314.0
sp|Q3MHD2|LSM12_HUMAN	sp|P38828|LSM12_YEAST	26.404	178	5.68e-16	70.5
sp|Q3MIR4|CC50B_HUMAN	sp|P25656|CDC50_YEAST	35.475	358	1.06e-59	195.0
sp|Q3SY77|UD3A2_HUMAN	sp|Q06321|ATG26_YEAST	29.07	172	5.49e-08	53.5
sp|Q3SYC2|MOGT2_HUMAN	sp|Q08650|DGAT2_YEAST	35.501	369	1.14e-66	213.0
sp|Q3ZCQ8|TIM50_HUMAN	sp|Q02776|TIM50_YEAST	38.372	172	1.04e-37	139.0
sp|Q49AJ0|F135B_HUMAN	sp|Q08448|LPL1_YEAST	26.087	207	1.92e-08	56.2
sp|Q49AN0|CRY2_HUMAN	sp|P05066|PHR_YEAST	25.462	487	3.4000000000000004e-27	114.0
sp|Q49B96|COX19_HUMAN	sp|Q3E731|COX19_YEAST	40.26	77	2.21e-17	68.6
sp|Q4G0F5|VP26B_HUMAN	sp|P40335|PEP8_YEAST	35.171	381	6.2e-70	221.0
sp|Q4G0J3|LARP7_HUMAN	sp|P33399|LHP1_YEAST	33.974	156	1.41e-14	72.4
sp|Q4G176|ACSF3_HUMAN	sp|P38137|FAT2_YEAST	25.835	569	2.35e-46	169.0
sp|Q4L235|ACSF4_HUMAN	sp|P07702|LYS2_YEAST	21.543	687	1.19e-15	80.1
sp|Q504Q3|PAN2_HUMAN	sp|P53010|PAN2_YEAST	37.758	339	2.28e-61	227.0
sp|Q52LR7|EPC2_HUMAN	sp|P43572|EPL1_YEAST	25.545	321	8.03e-19	89.4
sp|Q53F39|MPPE1_HUMAN	sp|P40986|CDC1_YEAST	21.122	303	9.06e-15	73.6
sp|Q53FA7|QORX_HUMAN	sp|P38230|QOR_YEAST	29.674	337	1.39e-29	113.0
sp|Q53GQ0|DHB12_HUMAN	sp|P38286|MKAR_YEAST	32.317	328	8.18e-47	159.0
sp|Q53GS7|GLE1_HUMAN	sp|Q12315|GLE1_YEAST	28.495	186	1.3e-11	65.5
sp|Q53GS9|UBP39_HUMAN	sp|P43589|SAD1_YEAST	29.325	474	6.679999999999999e-55	190.0
sp|Q53H54|TYW2_HUMAN	sp|Q04235|TYW2_YEAST	33.742	163	4.31e-17	81.3
sp|Q53HI1|UNC50_HUMAN	sp|P36125|GMH1_YEAST	36.194	268	3.630000000000001e-43	145.0
sp|Q53S33|BOLA3_HUMAN	sp|P39724|BOL3_YEAST	46.154	52	5.76e-14	60.8
sp|Q56UN5|M3K19_HUMAN	sp|Q01389|BCK1_YEAST	38.608	316	1.85e-58	219.0
sp|Q58A45|PAN3_HUMAN	sp|P36102|PAN3_YEAST	26.087	483	3.15e-51	189.0
sp|Q58F21|BRDT_HUMAN	sp|P35817|BDF1_YEAST	31.27	307	1.2e-33	136.0
sp|Q59GN2|R39L5_HUMAN	sp|P04650|RL39_YEAST	60.784	51	1.02e-15	61.2
sp|Q5BJF2|SGMR2_HUMAN	sp|Q12155|EMA19_YEAST	32.026	153	9.5e-10	52.8
sp|Q5BJH7|YIF1B_HUMAN	sp|P53845|YIF1_YEAST	28.636	220	2.34e-18	82.0
sp|Q5C9Z4|NOM1_HUMAN	sp|Q06132|SGD1_YEAST	31.494	435	5.11e-57	209.0
sp|Q5FWF5|ESCO1_HUMAN	sp|P43605|ECO1_YEAST	25.843	178	1.95e-12	66.6
sp|Q5H8A4|PIGG_HUMAN	sp|P40367|GPI7_YEAST	37.166	374	8.24e-61	221.0
sp|Q5H9L4|TAF7L_HUMAN	sp|Q05021|TAF7_YEAST	35.252	139	1.35e-13	70.9
sp|Q5HYK3|COQ5_HUMAN	sp|P49017|COQ5_YEAST	42.724	323	5.5499999999999995e-74	228.0
sp|Q5HYK7|SH319_HUMAN	sp|P53281|LSB1_YEAST	40.741	81	3.81e-14	70.9
sp|Q5I7T1|AG10B_HUMAN	sp|P50076|ALG10_YEAST	28.2	500	1.3000000000000001e-37	142.0
sp|Q5J8M3|EMC4_HUMAN	sp|P53073|EMC4_YEAST	32.374	139	5.43e-17	73.2
sp|Q5JPH6|SYEM_HUMAN	sp|P48525|SYEM_YEAST	36.546	498	3.35e-94	295.0
sp|Q5JPI9|EFMT2_HUMAN	sp|P40516|EFM4_YEAST	34.862	218	1.25e-36	127.0
sp|Q5JRX3|PREP_HUMAN	sp|P32898|PREP_YEAST	35.502	1045	0.0	588.0
sp|Q5JSH3|WDR44_HUMAN	sp|Q03177|YMZ2_YEAST	36.418	335	3.72e-49	185.0
sp|Q5JTH9|RRP12_HUMAN	sp|Q12754|RRP12_YEAST	25.537	1163	6.33e-96	333.0
sp|Q5JTJ3|COA6_HUMAN	sp|Q3E846|COA6_YEAST	36.667	60	1.65e-07	44.3
sp|Q5JVF3|PCID2_HUMAN	sp|P47130|CSN12_YEAST	24.629	337	1.29e-18	85.1
sp|Q5JWR5|DOP1A_HUMAN	sp|Q03921|DOP1_YEAST	27.893	484	1.5100000000000002e-35	147.0
sp|Q5MNZ6|WIPI3_HUMAN	sp|P50079|HSV2_YEAST	36.533	323	1.9000000000000002e-58	193.0
sp|Q5QJE6|TDIF2_HUMAN	sp|Q12035|FCF2_YEAST	41.509	106	1.82e-19	85.9
sp|Q5QNW6|H2B2F_HUMAN	sp|P02294|H2B2_YEAST	73.984	123	7.67e-61	181.0
sp|Q5SXM2|SNPC4_HUMAN	sp|P22035|BAS1_YEAST	31.553	206	5.5600000000000006e-21	97.8
sp|Q5SXM8|DNLZ_HUMAN	sp|P42844|ZIM17_YEAST	38.372	86	3.45e-17	73.2
sp|Q5T0N5|FBP1L_HUMAN	sp|P38822|BZZ1_YEAST	21.262	301	2.08e-13	71.2
sp|Q5T160|SYRM_HUMAN	sp|Q05506|SYRC_YEAST	41.856	528	1.22e-142	424.0
sp|Q5T280|SPOUT_HUMAN	sp|P53336|YG5X_YEAST	27.642	246	1.38e-14	72.0
sp|Q5T2R2|DPS1_HUMAN	sp|P18900|COQ1_YEAST	37.013	308	1.1199999999999999e-60	202.0
sp|Q5T440|CAF17_HUMAN	sp|P47158|CAF17_YEAST	26.506	332	8.94e-20	88.2
sp|Q5T5J6|SWT1_HUMAN	sp|Q12104|SWT1_YEAST	26.295	251	9.15e-11	63.2
sp|Q5T653|RM02_HUMAN	sp|P32611|RML2_YEAST	35.111	225	2.0000000000000002e-29	113.0
sp|Q5T6J7|GNTK_HUMAN	sp|Q03786|GNTK_YEAST	35.758	165	4.87e-24	91.7
sp|Q5TC12|ATPF1_HUMAN	sp|P32453|ATP11_YEAST	29.878	164	1e-13	68.9
sp|Q5TC63|GRTP1_HUMAN	sp|Q12317|MSB4_YEAST	33.651	315	1.75e-52	178.0
sp|Q5TDH0|DDI2_HUMAN	sp|P40087|DDI1_YEAST	50.0	176	4.51e-51	175.0
sp|Q5TGY1|TMCO4_HUMAN	sp|P43564|MIL1_YEAST	32.374	417	4.1e-56	203.0
sp|Q5TGZ0|MIC10_HUMAN	sp|Q96VH5|MIC10_YEAST	38.235	68	2.86e-11	52.4
sp|Q5U5R9|HECD2_HUMAN	sp|P40985|HUL4_YEAST	34.252	508	4.64e-75	259.0
sp|Q5VIR6|VPS53_HUMAN	sp|P47061|VPS53_YEAST	22.202	545	3.1e-33	135.0
sp|Q5VSL9|STRP1_HUMAN	sp|P53917|FAR11_YEAST	24.483	290	2.16e-14	75.5
sp|Q5VTY9|HHAT_HUMAN	sp|Q08929|GUP2_YEAST	27.895	190	1.26e-15	77.4
sp|Q5VVQ6|OTU1_HUMAN	sp|P43558|OTU1_YEAST	32.374	278	1.19e-41	145.0
sp|Q5VWJ9|SNX30_HUMAN	sp|P47057|SNX4_YEAST	25.445	393	2.06e-25	105.0
sp|Q5VYK3|ECM29_HUMAN	sp|P38737|ECM29_YEAST	30.424	802	6.19e-102	362.0
sp|Q5VZE5|NAA35_HUMAN	sp|Q02197|NAA35_YEAST	23.729	177	9.02e-10	60.1
sp|Q5VZY2|PLPP4_HUMAN	sp|Q05521|DPP1_YEAST	32.016	253	1.45e-32	119.0
sp|Q5W041|ARMC3_HUMAN	sp|P39968|VAC8_YEAST	26.344	372	2.47e-16	81.3
sp|Q5XG87|PAPD7_HUMAN	sp|P53632|PAP2_YEAST	37.742	310	6.02e-58	206.0
sp|Q658N2|WSCD1_HUMAN	sp|P54867|SLG1_YEAST	31.868	91	6.27e-06	46.6
sp|Q659C4|LAR1B_HUMAN	sp|P25567|SRO9_YEAST	49.315	73	1.49e-12	68.6
sp|Q66LE6|2ABD_HUMAN	sp|Q00362|2ABA_YEAST	56.464	379	7.54e-151	437.0
sp|Q68CQ4|UTP25_HUMAN	sp|P40498|UTP25_YEAST	32.568	697	1.6500000000000002e-103	332.0
sp|Q68DD2|PA24F_HUMAN	sp|P39105|PLB1_YEAST	25.275	273	1.59e-12	68.9
sp|Q68G74|LHX8_HUMAN	sp|P36166|PXL1_YEAST	31.008	129	4.93e-13	68.2
sp|Q69YN2|C19L1_HUMAN	sp|P53255|DRN1_YEAST	26.11	563	1.14e-31	126.0
sp|Q6BCY4|NB5R2_HUMAN	sp|P38626|NCB5R_YEAST	37.687	268	8.58e-58	184.0
sp|Q6DCA0|AMERL_HUMAN	sp|Q12012|YO289_YEAST	35.754	179	5.6199999999999996e-30	112.0
sp|Q6FI81|CPIN1_HUMAN	sp|P36152|DRE2_YEAST	68.75	32	4.57e-11	60.8
sp|Q6GTS8|P20D1_HUMAN	sp|P27614|CBPS_YEAST	31.59	497	5.430000000000001e-57	197.0
sp|Q6IA69|NADE_HUMAN	sp|P38795|NADE_YEAST	58.592	710	0.0	864.0
sp|Q6IA86|ELP2_HUMAN	sp|P42935|ELP2_YEAST	31.026	780	9.86e-112	357.0
sp|Q6IBS0|TWF2_HUMAN	sp|P53250|TWF1_YEAST	28.041	296	2.66e-19	85.5
sp|Q6ICL3|TNG2_HUMAN	sp|P53275|YG37_YEAST	29.0	300	2.57e-14	69.7
sp|Q6IN84|MRM1_HUMAN	sp|P25270|MRM1_YEAST	27.848	316	1.73e-30	118.0
sp|Q6IN85|P4R3A_HUMAN	sp|P40164|PP4R3_YEAST	28.0	700	4.2e-50	187.0
sp|Q6IPR3|TYW3_HUMAN	sp|P53177|TYW3_YEAST	28.571	238	1.7599999999999997e-23	94.4
sp|Q6IQ20|NAPEP_HUMAN	sp|Q02883|FMP30_YEAST	33.138	341	1.04e-52	180.0
sp|Q6IQ23|PKHA7_HUMAN	sp|P39969|BOI2_YEAST	25.424	177	3.34e-08	55.8
sp|Q6J4K2|NCLX_HUMAN	sp|Q12424|YD206_YEAST	24.906	265	3.67e-11	63.9
sp|Q6KC79|NIPBL_HUMAN	sp|Q04002|SCC2_YEAST	23.229	353	1.04e-08	59.3
sp|Q6N069|NAA16_HUMAN	sp|P12945|NAT1_YEAST	30.051	792	2.3e-94	313.0
sp|Q6NVY1|HIBCH_HUMAN	sp|P28817|HIBCH_YEAST	35.227	352	3.3600000000000004e-57	192.0
sp|Q6NXT6|TAPT1_HUMAN	sp|P40085|TAPT1_YEAST	33.239	355	4.9599999999999995e-45	165.0
sp|Q6P158|DHX57_HUMAN	sp|Q06698|YL419_YEAST	28.455	984	1.7399999999999999e-106	368.0
sp|Q6P1J9|CDC73_HUMAN	sp|Q06697|CDC73_YEAST	26.887	212	5.9e-19	87.0
sp|Q6P1K8|T2H2L_HUMAN	sp|Q04673|SSL1_YEAST	39.086	394	4.2300000000000004e-97	295.0
sp|Q6P1N9|TATD1_HUMAN	sp|P34220|YBF5_YEAST	33.159	383	2.77e-57	187.0
sp|Q6P1Q9|MET2B_HUMAN	sp|Q08641|AB140_YEAST	44.712	208	6.19e-57	194.0
sp|Q6P1R4|DUS1L_HUMAN	sp|P53759|DUS1_YEAST	44.086	372	1.39e-99	303.0
sp|Q6P1X5|TAF2_HUMAN	sp|P23255|TAF2_YEAST	24.508	661	3.38e-40	160.0
sp|Q6P2Q9|PRP8_HUMAN	sp|P33334|PRP8_YEAST	62.473	2321	0.0	3059.0
sp|Q6P3W7|SCYL2_HUMAN	sp|P53009|SCY1_YEAST	25.812	616	3.44e-43	167.0
sp|Q6P3X3|TTC27_HUMAN	sp|P42842|EMW1_YEAST	23.616	813	2.0099999999999997e-46	177.0
sp|Q6P4F2|FDX2_HUMAN	sp|Q12184|ADRX_YEAST	45.455	110	5.33e-31	108.0
sp|Q6P587|FAHD1_HUMAN	sp|P53889|FMP41_YEAST	35.887	248	5.96e-48	156.0
sp|Q6P5R6|RL22L_HUMAN	sp|P05749|RL22A_YEAST	45.536	112	1.89e-22	83.2
sp|Q6PD62|CTR9_HUMAN	sp|P89105|CTR9_YEAST	25.257	974	1.7199999999999998e-48	186.0
sp|Q6PFW1|VIP1_HUMAN	sp|Q06685|VIP1_YEAST	36.828	725	3.0600000000000003e-117	394.0
sp|Q6PGP7|SKI3_HUMAN	sp|P17883|SKI3_YEAST	19.976	821	6.44e-14	75.1
sp|Q6PHR2|ULK3_HUMAN	sp|P53104|ATG1_YEAST	38.816	304	6.6e-57	200.0
sp|Q6PI26|SHQ1_HUMAN	sp|P40486|SHQ1_YEAST	26.292	445	6.99e-49	175.0
sp|Q6PI48|SYDM_HUMAN	sp|P15179|SYDM_YEAST	33.432	679	1.25e-98	314.0
sp|Q6PI98|IN80C_HUMAN	sp|P32617|IES6_YEAST	40.909	66	9.21e-10	53.1
sp|Q6PIW4|FIGL1_HUMAN	sp|P40328|TBP6_YEAST	50.825	303	1.33e-94	306.0
sp|Q6PJI9|WDR59_HUMAN	sp|Q03897|WDR59_YEAST	28.131	519	4.2200000000000005e-59	218.0
sp|Q6PJP8|DCR1A_HUMAN	sp|P30620|PSO2_YEAST	30.856	444	1.05e-46	176.0
sp|Q6PJT7|ZC3HE_HUMAN	sp|P32505|NAB2_YEAST	25.0	200	1.72e-10	62.0
sp|Q6QEF8|CORO6_HUMAN	sp|Q06440|CORO_YEAST	41.805	421	5.44e-111	340.0
sp|Q6QHF9|PAOX_HUMAN	sp|P50264|FMS1_YEAST	24.214	541	2.47e-20	92.0
sp|Q6R327|RICTR_HUMAN	sp|P40061|TSC11_YEAST	24.507	963	1.59e-62	234.0
sp|Q6RFH5|WDR74_HUMAN	sp|P53136|NSA1_YEAST	29.365	252	1.16e-13	70.1
sp|Q6STE5|SMRD3_HUMAN	sp|P25632|RSC6_YEAST	21.365	337	2.06e-12	67.0
sp|Q6UN15|FIP1_HUMAN	sp|P45976|FIP1_YEAST	40.86	93	8.28e-15	73.9
sp|Q6UW68|TM205_HUMAN	sp|Q06089|YP098_YEAST	27.647	170	8.27e-10	53.1
sp|Q6UWH6|TX261_HUMAN	sp|P38869|SVP26_YEAST	39.474	190	8.520000000000001e-35	120.0
sp|Q6UWP2|DHR11_HUMAN	sp|Q05016|YM71_YEAST	30.798	263	1.59e-32	118.0
sp|Q6UWS5|PT117_HUMAN	sp|Q02771|PT117_YEAST	47.727	44	1.1e-09	48.9
sp|Q6UX53|TMT1B_HUMAN	sp|P38892|CRG1_YEAST	30.275	109	1.43e-10	58.2
